part_no,part_description,new_commodity_description
1000037696,AHF Contract Iliad 12in x 12in x 1/8in - Ermine White (CR007),VCT
1000037847,Eastern Flooring RockLock Plus (RLP40123) 12in x 24in 6.0MM - La Vale (60022),LVT
1000037879,Shaw Patcraft Earthen (I677V) 12in x 24in 2.5MM - Midnight (00590),LVT
1000037899,J&J Make Your Mark (V5013) 20 mil 9in x 48in 3 MM - Shadow (1063),LVP
1000037938,Mannington Select LVT Wood 30mil Micro-beveled Edges 5in x 36in 2.5mm - Chandler Oak Bergen (MSC114),LVT
1000037942,Forbo-Flotex Wood-Textile Flooring-9.84in x 39.37in-5.3 MM-Black Wood (151001),LVP
1000037998,GemCore Meridian II 7in x 48in 2.0MM - Oak Auburn,LVP
1000038030,Mohawk Hot and Heavy II Secoya 2.5 (C2103) 7x48 20mil - Phantom (738),LVT
1000038057,Shaw Flow 5.0 (4387V) 18in x 18in 5.0MM - Streamline (85520),LVT
1000038105,Armstrong Excelon SDT 12in x 12in x 1/8in - Armor Gray (51951),VCT
1000038554,Mohawk large and local Rugged Foundation (C0191) 20 mil 6 X 48 4.5 mm - New Clay (940),LVT
1000038621,"MILLIEKN/FORTIFIED FOUNDATIONS/HERITAGE WOOD IN HONOR/HER218-5.0mm-9""x60""",LVT
1000038738,Shaw Branching Out 5.0 MM (4480V) 6in x 48in - Riverside Oak (56140),LVP
1000038825,Shaw Surface (0515V) Luxury Resilient Planks 18in x 36in 2.5 MM - Sediment (15595),LVP
1000038860, Unit plank - Cobalt Surfaces Katanga (K12-xxx) 12 Mil Square Edge Glue Down Plank 7in x 48in 2.0 MM - Barnwood (825),LVP
1000038949,Evoke Art Walk 7in x 48in 2.5MM - Theater 2.5 (45643),LVP
1000038982,Shaw Ohio Living LVP I 6in x 48in 2.5MM - Liberty (00173),LVP
1000039099,Tarkett Event Wood 6in X 48in - Heartland (11207),LVT
1000039246,Mohawk Rendered Flax (C0192) 20 mil glue down M-Force Ultra 6in x 48in 4.5 mm - Mist (961),VCT
1000039359,Tarkett Contour Abstract Outliners (PCOU) 18in x 18in 3.0MM - Caerulea (0988),LVT
1000039393,Mannington Amtico Signature Abstract 9x48 Unbeleved - Napaoli AROACF75,LVT
1000039423,Mohawk Pattern of Time (C0195) 9.25in x 59in 4.5MM - Sun Amber (928),LVP
1000039426,Tarkett Event+ Stone Urban Stone (PEUS) 18in x 18in 3.0MM - Coastal (2105),LVT
1000039469,Milliken Horizon (The Magic Hour) 25cm X 1.5m - Light,LVT
1000039506,Cobalt Surfaces Katanga 12in x 24in 3.0MM - Limewash (K320-835),LVT
1000039520,Mannington Spacia Wood 6in x 36in 2MM - Windsor Oak Moleskin (SS5W12376),LVP
1000039605,Shaw Function 2.5 (4386V) 18in x 18in 2.5MM - Uniform (86120),LVT
1000039635,Mannington Amtico Stone 12in x 12in 2.5MM Micro-bevel - Jura Grey (AROSJA34),LVT
1000039655,"SHAW\4308V BRANCHING OUT CORETEC 12 MIL\56250 PLAINS OAK\7""X48""",LVP
1000039662,Spartan Surfaces Cobalt 12x24 - Mushroom (K##-831),LVT
1000039685,Cobalt Surfaces Katanga 7in x 48in 3.0MM - Caribou (K320-808),LVP
1000039701,Eastern Flooring Shenandoah 7in x 48in 5.0MM - Dryfork (50056),LVP
1000039749,"SHAW\4090V RESPITE\90840 REDWOOD\7""X48""",LVT
1000039750,Cobalt Surfaces Katanga 12in x 24in 5.0MM - Baltic (KP5-834),LVT
1000039774,Tarkett Event+ Wood Crafted Plank (PECF) 6in x 48in 3.0MM - Genuine (11208),LVP
1000039786,Shaw Contract Endura 512C Plus (0736V) 12 mil Wear Layer 7in x 48in 4.8 MM - Spalted Maple (02084),VCT
1000039852,Mannington Natural Optimist 7.25x48 4 mm - Gemma Spun Gold(NAT303),LVT
1000039858,"LG HAUSYS\PIKES PEAK\1368 Oyster Oak\7""X48""",LVT
1000039859,CityWide Luxury Vinyl Plank 7in x 48in 3.5MM - 2nd Avenue (CW12007PAD),LVP
1000039913,Teknoflor Nature's Tile HPD 19.7in x 39.4in 2.5MM - Carbon (89523T),LVT
1000040113,Shaw Patcraft Treeline (I707V) 20mil 7in X 48in - Element-V2 (00549),LVT
1000040383,"SHAW\4094V RESIDE\94710 SHELTER\12 MILX6""X47""",LVT
1000040465,Floor & Decor Duralux Poplar Trace Waterproof Rigid Core LVP with Pad 7in x 48in (101058410),LVP
1000040497,Six Degrees Flooring Surfaces Radius 18in x 18in 3.0MM - Williston (RT531_C08),LVT
1000040600,Cobalt Surfaces Katanga 7in x 48in 3.0MM - Mineral (K320-807),LVP
1000040663,Mannington Spacia Wood 6in x 36in 2.5MM - Warm Cherry (SS5W2506),LVP
1000040673,TAJ Flooring Rift 7in X 48in - Honey (TAJ-9116),LVT
1000040735,Karndean Art Select Corinthian Marble LM31 18 X 18 - Black,LVT
1000040743,Novalis Innovative Flooring AVA RYME 39.37in x 39.37in 5.0MM - Beton Iron (BN002L),LVT
1000040749,Raskin Industries Ceramix 7in x 48in 4.0MM - Martinique (CRX-503),LVP
1000040755,Abraham Linc Heavy Weight 7in x 48in 3.0MM - Woodberry,LVP
1000040804,Interface Hearth 4.5mm 50cm x 1m - Gris (A03502),LVP
1000040815,Shaw Patcraft Kiln (I727V) 9in x 36in 5.0MM - Pewter (00535),LVP
1000040923,Armstrong Natural Creations 3.2mm 6 X 36 - Avila Oak (N194),LVT
1000041029,Mohawk Bolder 5.0 (C2108) 18in x 36in 5.0MM - Obsidian (969),LVT
1000041031,J&J Step by Step 3mm (V5043) 18in x 36in - Forest Watch (1137),LVP
1000041049,Mannington Spacia Stone 20 mil Bevelled Edge LVT 12in x 18in 2.5 MM - Gibson (SS5S2603),LVT
1000041061,Shaw Commercial Hard Surfaces Terrain 20 (0564V) Luxury Vinyl Tile 6in x 48in 2.5 MM - Ash (00174),LVT
1000041129,Mannington Upward 20 6in x 36in 2.5MM - Silver Beech (UPW20 1210),LVP
1000041162,Shaw Flow 5.0 (4387V) 18in x 18in 5.0MM - Molten (85585),LVT
1000041272,Armstrong Premium Excelon Feature Tile 12in x 12in x 1/8in - Black (56790),VCT
1000041318,Novalis Innovative Flooring AVA 2DSGN 22 mil Straight Edge 6in x 48in 2.5 MM - Tuscany Oak Peanut (TO2D008),LVT
1000041319,Mannington Upward 20 6in x 36in 2.5MM - Natural Oak (UPW20 3021),LVP
1000041374,Shaw Patcraft-Homegrain 12(I490V)-Luxury Vinyl Plank-6inx48in-12mm-Veranda(00110),LVP
1000041388,Karndean Art Select Gluedown 18in x 24in 3.0MM - Alpine Quartzite (LM50),LVT
1000041408,Cobalt Surfaces Katanga (KP5-xxx) 20 mil LooseLay 7in x 48in 5.0mm - Arcadia (826),VCT
1000041412,Mannington Spacia Abstract Luxury Vinyl Tile 18in x 18in 2.5 MM - Constellation Cloud (SS5A4700),LVT
1000041482,Mohawk Secoya 5.0 (C2104) 9.84in x 59.60in 5.0MM - Storm Oak (928),LVP
1000041500,Cobalt Surfaces Katanga (K12-xxx) 12 Mil Square Edge Glue Down Plank 7in x 48in 2.0 MM - Mushroom (831),LVP
1000041527,Mohawk Chromascope (C0159) 12in x 24in 2.5MM - Dire Wolf (960),LVP
1000041733,Mannington Amtico Wood 7.25in x 48in 2.5MM Beveled - Fumed Oak (AROW7900),LVP
1000041747,City Wide LVT 7 X 48 - Wilshire Blvd (CW12001),LVT
1000041768,Shaw Patcraft Graph (I713V) 24in x 24in 2.5MM - Ash-V2 (00530),LVT
1000041801,Shaw Endura Plus (0736V) 7in x 48in 4.8MM - Marina (02014),LVP
1000041811,J&J Step by Step 3mm (V5043) 18in x 36in - All Purpose (1121),LVP
1000041835,J&J Step by Step 3mm (V5043) 18in x 36in - Sky Blue (1131),LVP
1000041949,Evoke Surge 7in x 48in 12.0MM - Murray (47026),LVP
1000041962,Mannington Amtico Abstract 4in x 36in 2.5MM Beveled - Back To Black Envy (AR0ABB28),LVP
1000041965,Shaw Pivot (4499V) 8in x 51in 2.5MM - Native (00720),LVP
1000042026,Tarkett InStudio 6in x 48in 2.5MM - Castle Oak Cinder,LVP
1000042065,Cobalt Surfaces Katanga (KP5-xxx) 20 mil LooseLay 7in x 48in 5.0mm - Amaretto (827),VCT
1000042067,Cobalt Surfaces Katanga 7in x 48in 3.0MM - Boa (K320-817),LVP
1000042089,Cobalt Surfaces Katanga 7in x 48in 3.0MM - Amaretto (K320-827),LVP
1000042161,Aspecta One Shipwright 7.87in x 48.11in - Monarch (1329415),LVP
1000042204,Armstrong Premium Excelon Feature Tile & Strip 2in x 24in - Red II (50806),LVP
1000042373,Patcraft Highland Forest (i800v) 6in X 48in - Ashwood (20100),LVT
1000042608,AHF Contract Iliad 12in x 12in x 1/8in -Citadel Gold (CR011),VCT
1000042647,Shaw Patcraft Earthen 20mil (I676V) 12in x 24in 2.5MM - Harbor-V2 (00510),LVT
1000042722,EF Contract Woodlands II (EFCW2) 7in x 48in 2.5MM - Silver Ash (009),LVP
1000042791,Shaw Three Rivers 20 (0882V) 6in x 48in 2.5MM - Myrtle Hill (07004),LVP
1000043203,Shaw Flow 5.0 LLT (4419V) 36in x 36in 5.0MM - Shale (85518),LVT
1000043269,Aladdin Forest Lawn 5.0 (AH125) 7in x 48in 5.0MM - Portobello (838),LVP
1000043297,Armstrong Parallel USA 20 Cottonwood Springs 6X 48 - Sunset Blond (J5225),LVT
1000043324,Shaw Patcraft I721V Treeline 5mm 7in X 48in - Ginger (00146),LVT
1000043372,Polyflor Expona Control PUR 6in x 36in 2.5MM - Weathered Country Plank (6504),LVP
1000043389,Urbba Pier Plank 6.5in x random lengths 6.3MM Click w/ Attached Pad - Nautilus,LVP
126725-002,Armstrong Standard Excelon Multicolor Vinyl Composition 12in x 12in 1/8 - Cirque White (52513),VCT
126725-007,Armstrong Standard Excelon Multicolor Vinyl Composition 12in x 12in 1/8 - Carnival White (52500),VCT
126725-020,Armstrong Standard Excelon Multicolor Vinyl Composition 12in x 12in 1/8 - Faire White (52520),LVT
126725-028,Armstrong Standard Excelon Multicolor Vinyl Composition 12in x 12in 1/8 - Pewter (51908),VCT
126730-002,Armstrong Safety Zone Slip Retardent 12in x 12in 1/8 - Shale Gray (57001),VCT
126731-006,Armstrong Excelon Stonetex Premium VCT 12in x 12in 1/8 - Granite Gray (52125),VCT
126731-009,Armstrong Excelon Stonetex Premium VCT 12in x 12in 1/8 - Pebble Gray (52122),VCT
126731-010,Armstrong Excelon Stonetex Premium VCT 12in x 12in 1/8 - Desert Dust (52128),VCT
126731-015,Armstrong-Excelon Stonetex-Premium VCT-12in x 12in-1/8-Stone White (52127),VCT
126732-000,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - SANDY BEACH 51929,VCT
126732-002,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Taupe (51901),VCT
126732-003,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Field Gray (51927),VCT
126732-004,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Pebble Tan (51928),VCT
126732-005,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Pewter (51908),VCT
126732-007,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Shelter White (51836),VCT
126732-008,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Hazelnut (51905),VCT
126732-009,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cottage Tan (51830),VCT
126732-010,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Blue/Gray (51903),VCT
126732-011,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Sandrift White (51858),VCT
126732-012,"Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Teal (51906)
45sf/ctn
90sf=2ctn",VCT
126732-013,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Fortress White (51839),VCT
126732-015,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Polar White (51941),VCT
126732-016,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Pearl White (51803),VCT
126732-017,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cool White (51899),VCT
126732-018,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Doeskin Peach (51801),VCT
126732-020,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Classic White (51911),VCT
126732-021,Armstrong-Standard Excelon Imperial Texture-Vinyl Composition-12in x 12in-1/8in-Earthstone Greige (51804),VCT
126732-022,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Washed Linen (51810),VCT
126732-023,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Curried Caramel (51942),VCT
126732-025,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Classic Black (51910),VCT
126732-026,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Smokey Brown (51868),VCT
126732-027,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Antique White (51811),VCT
126732-029,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Pomegranate Red (51814),VCT
126732-030,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Soft Cool Grey (51860),VCT
126732-031,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Soft Warm Gray (51861),VCT
126732-032,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Desert Beige (51809),VCT
126732-033,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Buttercream Yellow (51800),VCT
126732-035,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Shadow Blue (51807),VCT
126732-036,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Sterling (51904),VCT
126732-037,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Camel Beige (51805),VCT
126732-040,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Dutch Delft (51916),VCT
126732-041,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Charcoal (51915),VCT
126732-042,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Lemon Yellow (51812),VCT
126732-043,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cherry Red (51816),VCT
126732-047,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Blue Cloud (51933),VCT
126732-053,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Silver Green (51802),VCT
126732-056,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Marina Blue (51820),VCT
126732-057,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Caribbean Blue (51821),VCT
126732-064,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Gentian Blue (51946),VCT
126732-068,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Basil Green (51947),VCT
126732-070,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Lunar Blue (51932),VCT
126732-097,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Humus (51869),VCT
126732-099,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Brushed Sand (51873),VCT
126732-101,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Mint Cream (51876),VCT
126732-102,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Earth Green (51877),VCT
126732-104,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Maraschino Red (51880),VCT
126732-106,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Serene Blue (51882),VCT
126732-107,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Dusty Miller (51883),VCT
126732-109,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Granny Smith (51885),VCT
126732-112,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Nougat (57501),VCT
126732-119,"Armstrong 57508 VCT 12in x 12in 1/8in  
Blue Dreams (57508)
45SF/ctn
4950SF=110ctn",VCT
126732-123,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Bodacious Blue (57517),VCT
126732-124,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Screamin' Pumpkin (57516),VCT
126732-126,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Jubilee White (52514),VCT
126732-127,Armstrong-Standard Excelon Imperial Texture-Vinyl Composition-12in x 12in-1/8in-Kickin' Kiwi (57510),VCT
126732-128,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Harlequin White (52505),VCT
126732-131,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - White Out (57518),VCT
126732-136,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Silk (59234),VCT
126732-137,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Tracery (59237),VCT
126732-138,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Tannin (59243),VCT
126732-139,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Cirque White (52513),VCT
126732-140,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Linseed (59236),VCT
126732-142,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Peat (59240),VCT
126732-146,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Impasto (59235),VCT
126732-155,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Faire White (52520),VCT
126732-156,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Eucalyptus (57547),VCT
126732-158,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Bay Blue (57541),VCT
126732-159,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Grayson (57532),VCT
126732-160,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Lavender Fields (57543),VCT
126732-162,Armstrong-Standard Excelon Imperial Texture-Vinyl Composition-12in x 12in-1/8in-Perfect Storm (57551),VCT
126732-164,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Ruby Red (57534),VCT
126732-166,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Lime Zest (57546),VCT
126732-167,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - GoBlue (57531),VCT
126732-168,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Carnival White (52500),VCT
126732-171,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Blue Moon (57535),VCT
126732-172,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Sun Gold (57536),VCT
126732-173,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Shoreline (57539),VCT
126738-011,Estrie-Texas Granite-Solid/Luxury Vinyl-12in x 12in-.125-Rose Talbert/Taupe (VTG140),LVT
126795-003,Estrie Texas Granite Solid/Luxury Vinyl 36in x 36in .125 - White/Gray (VTG130),LVT
126796-003,American Biltrite Texas Granite Solid/Luxury Vinyl 36in x 36in .125 - WHITE | GREY (VTG130),LVT
126796-017,American Biltrite-Texas Granite-Solid/Luxury Vinyl-36in x 36in-.125-ALMOND SHELL (VTG146),LVT
126796-021,American Biltrite Texas Granite Solid/Luxury Vinyl 36in x 36in .125 - GREY (VTG137),LVT
126796-034,American Biltrite Texas Granite Solid/Luxury Vinyl 36in x 36in .125 - SKY BLUE (VTG193),LVT
126796-035,American Biltrite Texas Granite Solid/Luxury Vinyl 36in x 36in .125 - ANDROS BLUE (VTG194),LVT
126857-003,Armstrong-Standard Excelon Imperial Texture-Vinyl Composition-12in x 12in-3/32in-Field Gry (51927),VCT
126857-017,Armstrong-Standard Excelon Imperial Texture-Vinyl Composition-12in x 12in-3/32in-Cool White (51899),VCT
126857-036,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 3/32in - Sterling (51904),VCT
126857-041,Armstrong-Standard Excelon Imperial Texture-Vinyl Composition-12in x 12in-3/32in-Charcoal (51915),VCT
127012-168,Tarkett Expressions Vinyl Composition 12in x 12in 1/8in - Pewter (509),VCT
127927-025,Karndean Knight Tile Woodplank Homogeneous Vinyl 4in x 36in 2.0 MM - Native Koa (KP93),LVP
140588-024,Karndean-Van Gogh -20 mil glue down-7in x 48in-3 MM-Vintage Pine (VGW76T),VCT
140588-026,Karndean Van Gogh 20 mil glue down 7in x 48in 3 MM - Smoked Oak (VGW70T),VCT
140588-027,Karndean Van Gogh 20 mil glue down 7in x 48in 3 MM - Bracken (VG1-7),VCT
140588-035,Karndean Van Gogh 20 mil glue down 7in x 48in 3 MM - Honey Oak (VGW94T),VCT
145361-001,Centiva-Magics Slate Square Edge (MG-xxxx-V-SS-SE)-Solid/Luxury Vinyl-18in x 18in-1/8in-Florentine Brass (8010),VCT
145474-002,"Oscoda Plastics, Inc.-Protect-All-Recycled Vinyl-5' X 8'-1/4in-Matte Dark Gray (Matte Dark Gray)",VCT
146399-026,Centiva-Contour Plank Sawn Squre Edge (CP-xxxx-C-SW-SE)-Solid/Luxury Vinyl-7.2in x 48in-.120in-Vintage Cabin (0302),LVP
148856-011,SelecTech-Free Style Interlocking Floor Tile-Recycled Vinyl-18.5in x 18.5in-.375in-Atlantic Slate (Atlantic Slate),VCT
150811-022,Amtico-Spacia-Solid/Luxury Vinyl-7 1/4in x 48in-Undefined-Nordic Oak (SS5W2550),LVT
154055-017,Forbo Marmoleum Composition Tile (MCT) 13in x 13in 2.0 MM - Dove Grey (MCT-621),VCT
154055-021,"Forbo MCT 629 13in x 13in 2.0 MM 
Eiger (MCT-629)
53.82SF/ctn
269.10SF=5ctn",VCT
154055-022,Forbo Marmoleum Composition Tile (MCT) 13in x 13in 2.0 MM - Shitake (MCT-3233),VCT
154055-027,Forbo-Marmoleum Composition Tile (MCT)-N/A-13in x 13in-2.0 MM-Blue (MCT-3030),VCT
154055-031,Forbo Marmoleum Composition Tile (MCT) 13in x 13in 2.0 MM - Black (MCT-2939),VCT
154055-032,Forbo-Marmoleum Composition Tile (MCT)-N/A-13in x 13in-2.0 MM-Graphite (MCT-3048),VCT
154055-047,"MCT 3136  13in x 13in 2.0 MM 
Concrete 
53.82SF/ctn
3605.94SF=67ctn",VCT
154055-065,Forbo Marmoleum Composition Tile (MCT) 13in x 13in 2.0 MM - Stone (MCT-3888),VCT
167668-007,Karndean Art Select /Oak Premier Vinyl Tile Plank 6in x 36in 3 MM - Sundown Oak (HC04),LVP
169636-009,Karndean Opus Stone Luxury Vinyl Tile 20 mil 18in x 24in 2.5 MM - Texo (SP718),LVT
169717-002,Amtico-Spacia Xtra-Luxury Vinyl Plank-7.25in x 48in-2.5 MM-Warm Cherry (SS5W2506),LVP
169757-004,Shaw Philadelphia-Bosk Pro (5402V)-Luxury Vinyl Tile-4in x 36in-2.5 MM-Rift Oak (00220),LVT
171085-003,Amtico Shibori Luxury Vinyl Plank 6in x 36in - Jasmine (AR0W7800),LVP
171650-003,Teknoflor Woodland Path Luxury Vinyl Tile 6in x 36in 1/8in - Black Tupelo Gum (WP57014),LVT
171650-005,Teknoflor-Woodland Path -Luxury Vinyl Tile-6in x 36in-1/8in-Stormy Sea Driftwood (WP57111),LVT
