po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code
39979,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,197181-002,Mohawk Academic View Tile (BT433) Tufted Textured Multi Colored Loop 24in x 24in - Cadet (569),1CPT,Carpet Tile,309.01,SQYD,898.57,Carpet_Tile_1CPT_SQYD
40170,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",204991-002,Shaw Contract Correspond (5T353) Multi Level Pattern Loop 24in x 24in - Balanced (52485),1CPT,Carpet Tile,91,SQYD,793.3,Carpet_Tile_1CPT_SQYD
40516,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,182709-008,Lees Hem Tile 12BY36 (GT295) Textured Patterned Cut & Loop 12in x 36in - Skinny (955),1CPT,Carpet Tile,46.66,SQYD,89.31,Carpet_Tile_1CPT_SQYD
40516,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,182708-008,Lees Zip It EcoFlex ICT (GT296) Textured Patterned Loop 12in x 36in - Skinny (955),1CPT,Carpet Tile,55.99,SQYD,89.31,Carpet_Tile_1CPT_SQYD
40961,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,209336-007,Milliken Centro Singular Tufted Textured Loop Pile 1m x 1m - 107 (107),1CPT,Carpet Tile,70.56,SQYD,104.5,Carpet_Tile_1CPT_SQYD
41101,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-009,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,53.32,SQYD,55.97,Carpet_Tile_1CPT_SQYD
42104,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",175996-005,Shaw Tile Path Tile (5T034) Multituft 24in x 24in - Sterling (34557),1CPT,Carpet Tile,10.66,SQYD,31.97,Carpet_Tile_1CPT_SQYD
42211,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,84.92,SQYD,124.8,Carpet_Tile_1CPT_SQYD
42851,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,215230-000,Mohawk-Visual Connections (GT470)-Tufted Level Patterned Loop-12in x 36in-To Be Selected (TBS),1CPT,Carpet Tile,98,SQYD,208.35,Carpet_Tile_1CPT_SQYD
43281,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,110.03,SQYD,92.53,Carpet_Tile_1CPT_SQYD
43282,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,263.12,SQYD,221.26,Carpet_Tile_1CPT_SQYD
43285,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000004940,Milliken Centro Singular 1m x 1m Traction Back - 107,1CPT,Carpet Tile,315.74,SQYD,265.51,Carpet_Tile_1CPT_SQYD
43747,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000006885,"Mohawk Solve II (BT416) Ecoflex Matrix 24"" x 24"" Emerge (358)",1CPT,Carpet Tile,64,SQYD,60.16,Carpet_Tile_1CPT_SQYD
43999,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,108164,"Mannington Mills, Inc.",216022-002,Mannington Hightide Patterened Loop 18in x 36in - Port (14264),1CPT,Carpet Tile,81,SQYD,118.5,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,1000013932,Tarkett SweaterKnit (G0045) Tufted Pattern Loop 9in x 36in - Bedstone (77204),1CPT,Carpet Tile,162,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,192,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44001,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,215327-001,Tarkett Knitted Lines (626027017) Stratatec Patterned Loop 9in x 36in - Morgan Stanley (Americas),1CPT,Carpet Tile,168,SQYD,1216.81,Carpet_Tile_1CPT_SQYD
44024,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,126695,Tarkett USA Inc,1000007294,Tarkett Suede Tones (11531) Stratatec Patterned Symtex 9in x 36in - Cotton + Iron  (57202),1CPT,Carpet Tile,48,SQYD,130.5,Carpet_Tile_1CPT_SQYD
44353,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",209134-003,Interface Open Air 420 (1475402500) tufted Textured Loop 50cm x 50cm - Iron (107058),1CPT,Carpet Tile,83.72,SQYD,132.21,Carpet_Tile_1CPT_SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",1000007328,Interface-Mantle Rock (131150AK00) 9.845 in x 39.38 in x 0.103 in -GlasBac-Taupe Stone (107282),1CPT,Carpet Tile,5.98,SQYD,979.21,Carpet_Tile_1CPT_SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",213141-001,Interface Bridge Creek (1504902500) Engaged Tufted Pattern Loop 50cm x 50cm - Natural Edge (107322),1CPT,Carpet Tile,23.92,SQYD,979.21,Carpet_Tile_1CPT_SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",198004-003,Interface turally Weathered (39400AK00) Tufted Patterned Loop 25cm x 1m - Greystone (106021),1CPT,Carpet Tile,364.78,SQYD,979.21,Carpet_Tile_1CPT_SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",1000007328,Interface-Mantle Rock (131150AK00) 9.845 in x 39.38 in x 0.103 in -GlasBac-Taupe Stone (107282),1CPT,Carpet Tile,215.28,SQYD,979.21,Carpet_Tile_1CPT_SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",213140-003,Interface Flat Rock (1504802500) Engaged Tufted Pattern Loop 50cm x 50cm - Natural Trail (107318),1CPT,Carpet Tile,71.76,SQYD,979.21,Carpet_Tile_1CPT_SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",213139-003,Interface Mountain Rock (1505002500) Engaged Tufted Pattern Loop 50cm x 50cm - Natural Peak (107326),1CPT,Carpet Tile,17.94,SQYD,979.21,Carpet_Tile_1CPT_SQYD
44440,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",212340-001,Interface Panola Mountain (1251602500) Engaged Tufted Pattern Loop 50cm x 50cm - Sage Lichen (107305),1CPT,Carpet Tile,23.92,SQYD,979.21,Carpet_Tile_1CPT_SQYD
44547,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,19,SQYD,139.57,Carpet_Tile_1CPT_SQYD
44548,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-022,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - River Front (75535),1CPT,Carpet Tile,19,SQYD,139.57,Carpet_Tile_1CPT_SQYD
44984,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191542-009,Shaw Contract Diffuse (5T185) Undefined 9in x 36in - River Front (75535),1CPT,Carpet Tile,20,SQYD,142.11,Carpet_Tile_1CPT_SQYD
44985,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191542-009,Shaw Contract Diffuse (5T185) Undefined 9in x 36in - River Front (75535),1CPT,Carpet Tile,15,SQYD,142.56,Carpet_Tile_1CPT_SQYD
44985,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191542-009,Shaw Contract Diffuse (5T185) Undefined 9in x 36in - River Front (75535),1CPT,Carpet Tile,5,SQYD,142.56,Carpet_Tile_1CPT_SQYD
45333,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,192655-003,Tandus Evoke (A0001) Symtex 18in x 36in - Smoke Embers (31902),1CPT,Carpet Tile,78,SQYD,130.5,Carpet_Tile_1CPT_SQYD
45594,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-014,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,45,SQYD,676.5,Carpet_Tile_1CPT_SQYD
45608,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196609-003,Shaw Patcraft Instinct (I0501) Multi Level Pattern Loop 24in x 24in - Echo (00585),1CPT,Carpet Tile,124.32,SQYD,130.9,Carpet_Tile_1CPT_SQYD
45830,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-002,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Feldspar (00150),1CPT,Carpet Tile,2,SQYD,154.11,Carpet_Tile_1CPT_SQYD
45834,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204498-008,Shaw Contract Partner (5T354) Multi level Loop 24in x 24in - Duo (52597),1CPT,Carpet Tile,19,SQYD,187.02,Carpet_Tile_1CPT_SQYD
46496,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191649-001,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Technique (00400),1CPT,Carpet Tile,1,SQYD,8.15,Carpet_Tile_1CPT_SQYD
46520,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000007943,Mohawk Necessary Action (GT467) 24in x 24in EcoFlex NXT - Hudson (969),1CPT,Carpet Tile,400,SQYD,348,Carpet_Tile_1CPT_SQYD
46572,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",205039-005,Shaw Contract Companion Tile (5t352) Multi Level Pattern Loop 24in x 24in - Fuse (52515),1CPT,Carpet Tile,8,SQYD,899.15,Carpet_Tile_1CPT_SQYD
46610,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-007,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Magnetic Fields (75505),1CPT,Carpet Tile,4,SQYD,28.49,Carpet_Tile_1CPT_SQYD
46728,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196890-002,Shaw Patcraft tural Form (I0499) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,621.6,SQYD,739.89,Carpet_Tile_1CPT_SQYD
46975,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208201-003,Shaw Contract Subtext (5T409) Multi Level Pattern Loop 9in x 36in - Story (05111),1CPT,Carpet Tile,345,SQYD,1787.87,Carpet_Tile_1CPT_SQYD
47458,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",185355-007,Shaw Contract Form Tile (5T136) Multi Level Pattern Cut/Loop 24in x 24in - talc platinum (33535),1CPT,Carpet Tile,15.99,SQYD,102.06,Carpet_Tile_1CPT_SQYD
47724,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000003392,Shaw Patcraft-Texture Slant (I0602)-Non Woven Synthetic-18in x 36in-Line (00550),1CPT,Carpet Tile,5,SQYD,244.37,Carpet_Tile_1CPT_SQYD
47724,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",197083-007,Shaw Patcraft Etched (I0512) Multi Level Pattern Loop 12in x 48in - Artfully Rusted (00525),1CPT,Carpet Tile,15.99,SQYD,244.37,Carpet_Tile_1CPT_SQYD
47724,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",197082-007,Shaw Patcraft Pati (I0511) Multi Level Pattern Loop 12in x 48in - Artfully Rusted (00525),1CPT,Carpet Tile,149.24,SQYD,244.37,Carpet_Tile_1CPT_SQYD
47787,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",208277-002,Shaw Contract Translate Tile (5T408) Multi Level Pattern Loop 9in x 36in - Connection (05105),1CPT,Carpet Tile,10,SQYD,32.76,Carpet_Tile_1CPT_SQYD
47829,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",200941-007,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Mirror Grey (94535),1CPT,Carpet Tile,7,SQYD,253.31,Carpet_Tile_1CPT_SQYD
47858,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191436-001,Shaw Contract Purpose Tile (5T209) Multi Level Pattern Loop 24in x 24in - Stellar (08505),1CPT,Carpet Tile,79.99,SQYD,85.22,Carpet_Tile_1CPT_SQYD
47939,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,177.77,SQYD,2225.8,Carpet_Tile_1CPT_SQYD
47939,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,177.77,SQYD,2225.8,Carpet_Tile_1CPT_SQYD
47939,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,231.1,SQYD,2225.8,Carpet_Tile_1CPT_SQYD
47939,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,177.77,SQYD,2225.8,Carpet_Tile_1CPT_SQYD
47939,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,177.77,SQYD,2225.8,Carpet_Tile_1CPT_SQYD
47939,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,177.77,SQYD,2225.8,Carpet_Tile_1CPT_SQYD
47939,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,177.77,SQYD,2225.8,Carpet_Tile_1CPT_SQYD
47939,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,177.77,SQYD,2225.8,Carpet_Tile_1CPT_SQYD
47939,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,177.77,SQYD,2225.8,Carpet_Tile_1CPT_SQYD
47939,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",212279-003,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Empower (57505),1CPT,Carpet Tile,177.77,SQYD,2225.8,Carpet_Tile_1CPT_SQYD
48268,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",186679-003,Shaw Contract Uncover (5t150) Multi Level Pattern Cut/Loop 9in x 36in - Concrete (50481),1CPT,Carpet Tile,20,SQYD,143.45,Carpet_Tile_1CPT_SQYD
48281,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,184652-046,Milliken Color Field Tufted Texture Loop 25cm x 1m - BLUE AGAVE (COL196-201-199),1CPT,Carpet Tile,200,SQYD,221.14,Carpet_Tile_1CPT_SQYD
48915,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",201682-003,Shaw Contract Respond Color (5T310) Undefined 9in x 36in - Deepest Skies (05486),1CPT,Carpet Tile,185,SQYD,278.76,Carpet_Tile_1CPT_SQYD
48915,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",209122-002,Shaw Contract Jive Tile (5T412) Multi Level Pattern Cut/Loop 24in x 24in - Stride (12505),1CPT,Carpet Tile,10.66,SQYD,278.76,Carpet_Tile_1CPT_SQYD
49147,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,198289-001,Mohawk-Swipe Right Tile (GT418)-Tufted-24in x 24in-Blue Ridge (565),1CPT,Carpet Tile,16,SQYD,25.12,Carpet_Tile_1CPT_SQYD
49288,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",201318-006,Shaw Contract Exchange (5T304) Multi-Level Pattern Dyed Loop 18in x 36in - Riad (01518),1CPT,Carpet Tile,120,SQYD,177.43,Carpet_Tile_1CPT_SQYD
49319,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,184652-020,Milliken Color Field Tufted Texture Loop 25cm x 1m - DRY DOCK (COL126-5),1CPT,Carpet Tile,75.04,SQYD,192.8,Carpet_Tile_1CPT_SQYD
49319,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,184652-055,Milliken Color Field Tufted Texture Loop 25cm x 1m - FELT GREY (COL5),1CPT,Carpet Tile,75.04,SQYD,192.8,Carpet_Tile_1CPT_SQYD
49462,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196889-002,Shaw Patcraft Rebalance (I0500) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,462.2,SQYD,1051.04,Carpet_Tile_1CPT_SQYD
49462,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196889-002,Shaw Patcraft Rebalance (I0500) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,533.31,SQYD,1051.04,Carpet_Tile_1CPT_SQYD
49533,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",179043-005,Shaw Contract Shape (5T070) Multi Level Pattern Loop 24in x 24in - Gaze (69530),1CPT,Carpet Tile,69.33,SQYD,92.84,Carpet_Tile_1CPT_SQYD
49892,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",182634-029,Shaw Contract Color Frame EW2 (5T081) Undefined 24in x 24in - Clouded (81595),1CPT,Carpet Tile,3,SQYD,82.94,Carpet_Tile_1CPT_SQYD
49997,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",182637-019,Shaw Contract Color Form (5T112) Multi Level Pattern Loop 9in x 36in - Mystic Grey (81515),1CPT,Carpet Tile,5,SQYD,15.08,Carpet_Tile_1CPT_SQYD
49997,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",182637-025,Shaw Contract Color Form (5T112) Multi Level Pattern Loop 9in x 36in - Clouded (81595),1CPT,Carpet Tile,5,SQYD,15.08,Carpet_Tile_1CPT_SQYD
50489,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",197609-006,Shaw Philadelphia Mainstreet Fractured (54872) Multi Level Pattern Loop 24in x 24in - Create (00510),1CPT,Carpet Tile,53.34,SQYD,78.57,Carpet_Tile_1CPT_SQYD
50636,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,41,SQYD,376.02,Carpet_Tile_1CPT_SQYD
50746,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",211186-002,Shaw Contract Bisect Tile (5T448) Undefined 24in x 24in - Marble (06101),1CPT,Carpet Tile,130,SQYD,191.27,Carpet_Tile_1CPT_SQYD
51020,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204991-005,Shaw Contract Correspond (5T353) Multi Level Pattern Loop 24in x 24in - Fuse (52515),1CPT,Carpet Tile,373.31,SQYD,385.2,Carpet_Tile_1CPT_SQYD
51172,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191436-006,Shaw Contract Purpose Tile (5T209) Multi Level Pattern Loop 24in x 24in - Sierra (08761),1CPT,Carpet Tile,11,SQYD,100.89,Carpet_Tile_1CPT_SQYD
51176,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,1000009160,Uplink Pentz Textured Loop Nexus Modular 24in x 24in - Royal (316),1CPT,Carpet Tile,232,SQYD,272.3,Carpet_Tile_1CPT_SQYD
51252,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-001,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Stellar (08505),1CPT,Carpet Tile,5,SQYD,48.15,Carpet_Tile_1CPT_SQYD
51256,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-004,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,46,SQYD,442.9,Carpet_Tile_1CPT_SQYD
51262,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-004,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,19,SQYD,182.94,Carpet_Tile_1CPT_SQYD
51333,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",189684-005,Shaw Contract Sea (5T172) Multi Level Pattern Loop 24in x 24in - Metro (72530),1CPT,Carpet Tile,527.67,SQYD,840.36,Carpet_Tile_1CPT_SQYD
51359,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,178247-004,Milliken Scattergraph Underscore ES Cushion Tufted Textured Loop Pile 50cm x 50cm - Cartesian (SCA108-27),1CPT,Carpet Tile,154.88,SQYD,192.8,Carpet_Tile_1CPT_SQYD
51431,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",162681-010,Shaw Patcraft Easy On The Eyes (I0227) Double Scroll 24in x 24in - Starring (00530),1CPT,Carpet Tile,60,SQYD,455.91,Carpet_Tile_1CPT_SQYD
51726,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121019,"Bentley Mills, Inc.",1000009097,Bentley Game Wizard (8GZT40AA1K) Tufted Texture Loop 18in x 36in - Custom (PDS#146439-001),1CPT,Carpet Tile,90,SQYD,1331,Carpet_Tile_1CPT_SQYD
51726,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121019,"Bentley Mills, Inc.",1000009097,Bentley Game Wizard (8GZT40AA1K) Tufted Texture Loop 18in x 36in - Custom (PDS#146439-001),1CPT,Carpet Tile,230,SQYD,1331,Carpet_Tile_1CPT_SQYD
51726,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121019,"Bentley Mills, Inc.",1000009097,Bentley Game Wizard (8GZT40AA1K) Tufted Texture Loop 18in x 36in - Custom (PDS#146439-001),1CPT,Carpet Tile,230,SQYD,1331,Carpet_Tile_1CPT_SQYD
51738,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,196312-006,Mohawk Framed Structure Tile (BT436) Tufted Textured Patterned Loop 24in x 24in - Charcoal (989),1CPT,Carpet Tile,203,SQYD,186.45,Carpet_Tile_1CPT_SQYD
