po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,quantity,invoice_id,invoice_no,uom,comm1,comm2,commodity_group,commoditydescription,old_new,priority,classification,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
113975,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,121550,Mohawk Industries,1000017613,MOHAWK BT432 ADAPTABLE 2X2 - ECRU (958),320.0,1025524,C2994533,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1188.0,Missing rate,Missing rate,320.0,SQYD
113975,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,121550,Mohawk Industries,1000017613,MOHAWK BT432 ADAPTABLE 2X2 - ECRU (958),426.9,1025533,C2994534,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1584.87,Missing rate,Missing rate,426.9,SQYD
115676,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",163592-007,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Magnetic Fields (75505),143.91,1030139,3194752,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,534.27,Missing rate,Missing rate,143.91,SQYD
101216,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,121550,Mohawk Industries,195616-003,Mohawk Metallic Path Tile (BT431) Tufted Textured Pattern Multi Colored Loop 12in x 36in - Platinum Gleam (929),200.0,1037764,C2678137,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,742.5,Missing rate,Missing rate,200.0,SQYD
101216,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,121550,Mohawk Industries,204510-002,Mohawk First Step II Tile (QL315) Tufted Performance Loop Pile 24in x 24in - Cobalt (955),6.22,1037764,C2678137,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,23.09,Missing rate,Missing rate,6.22,SQYD
119048,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,121550,Mohawk Industries,1000027464,MOHAWK GT306 LATE NIGHT 2X2 - URBAN (957),56.0,1035891,C3090737,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,207.9,Missing rate,Missing rate,56.0,SQYD
106645,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",175713-005,Shaw Contract Portal Tile Eco (5T035) Undefined 24in x 24in - Sterling (34557),90.61,1065748,3370466,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,336.39,Missing rate,Missing rate,90.61,SQYD
106645,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1000024757,SHAW COMMERCIAL CASA 5T525 NATIVE 25105 18 X 36,330.0,1065748,3370466,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1225.12,Missing rate,Missing rate,330.0,SQYD
106645,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1000024756,SHAW COMMERCIAL CROSS WEAVE 5T42 NATIVE 25105 18 X 36,940.0,1065748,3370466,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,3489.75,Missing rate,Missing rate,940.0,SQYD
113747,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,122034,Engineered Floors LLC,1000017676,"J&J SMOLDER DEMI-PLANK (7715) MULTI LEVEL TIP SHEARED LOOP 12"" X 48"" - EMBER (2489)",932.4,1064360,6-3817004,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,3461.53,Missing rate,Missing rate,932.4,SQYD
127284,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",189588-008,Shaw Tile Resurface Tile (5T168) Multi Level Pattern Loop 12in x 48in - Calcite (68535),5.33,1073064,3401711,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,19.79,Missing rate,Missing rate,5.33,SQYD
119925,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,122034,Engineered Floors LLC,1000013263,J&J 7310 INTEGRAL 2719 ESSENTIAL 2X2 = 24 CTNS,192.0,1067743,6-3826117,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,712.8,Missing rate,Missing rate,192.0,SQYD
119925,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,122034,Engineered Floors LLC,1000013264,J&J 7311 INTRINSIC ACCENT 3563 ESSENTIAL ACCENT 2X2 = 7 CTNS,56.0,1067743,6-3826117,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,207.9,Missing rate,Missing rate,56.0,SQYD
119925,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,122034,Engineered Floors LLC,1000013265,J&J KINETEX 1851 GAME CHANGER 3433 PLAY 2X2 = 16 ctns,1152.0,1067743,6-3826117,SQFT,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQFT,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,475.2,Missing rate,Missing rate,128.0,SQFT
109664,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,122034,Engineered Floors LLC,1000024636,J&J 20100 STRUCTURE 12' GOODS - GAMBREL (1802),160.0,1081198,6-3833579,SQYD,10,10,10,Carpet Roll,Old Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,594.0,Missing rate,Missing rate,160.0,SQYD
109664,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,122034,Engineered Floors LLC,1000017676,"J&J SMOLDER DEMI-PLANK (7715) MULTI LEVEL TIP SHEARED LOOP 12"" X 48"" - EMBER (2489)",1342.09,1081198,6-3833579,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,4982.51,Missing rate,Missing rate,1342.09,SQYD
123871,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,104829,Fabrica International,1000028422,FABRICA SILKWEAVE NOUVEAU 330SK 879SK PATINA - SEQ 22 12' BROADLOOM / 12ft x 44.1ft,530.0,1085230,7233573,SQFT,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQFT,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,218.62,Missing rate,Missing rate,58.89,SQFT
117974,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",189588-008,Shaw Tile Resurface Tile (5T168) Multi Level Pattern Loop 12in x 48in - Calcite (68535),10.66,1029517,3227569,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,39.58,Missing rate,Missing rate,10.66,SQYD
133002,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",201318-006,Shaw Contract Exchange (5T304) Multi-Level Pattern Dyed Loop 18in x 36in - Riad (01518),595.0,1099615,3594804,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,2208.94,Missing rate,Missing rate,595.0,SQYD
138839,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",201318-006,Shaw Contract Exchange (5T304) Multi-Level Pattern Dyed Loop 18in x 36in - Riad (01518),10.0,1113426,3667600,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,37.12,Missing rate,Missing rate,10.0,SQYD
139849,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,122034,Engineered Floors LLC,1000031812,"JJ Flooring, Journey, Blue Pace 3349, 18Â” x 36Â”",216.0,1117845,6-3904401,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,801.9,Missing rate,Missing rate,216.0,SQYD
142610,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",207650-006,Interface Open Air 404 (1633302500) Tufted Texture Loop 19.69in x 19.69in - Nickel (106750),179.4,1135411,2570078,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,666.02,Missing rate,Missing rate,179.4,SQYD
142720,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",1000030053,INTERFACE SHIVER ME TIMBERS #1241AK00 - 103923 CYPRUS - 25CM X 1M,5.98,1164355,2575028,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,22.2,Missing rate,Missing rate,5.98,SQYD
132040,2008,Received Not Yet Invoiced,BNB,Beckers New Brighton,122034,Engineered Floors LLC,1000028477,"J&J CAMEO II MODULAR STYLE: 7949 SKYWALKER COLOR: 1997  24"" X 24""",128.0,1252759,6-3943506,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,475.2,Missing rate,Missing rate,128.0,SQYD
57093,2008,Received Not Yet Invoiced,BSC,Beckers Saint Cloud,121550,Mohawk Industries,195616-003,Mohawk Metallic Path Tile (BT431) Tufted Textured Pattern Multi Colored Loop 12in x 36in - Platinum Gleam (929),296.0,498464,C1619480,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1098.9,Missing rate,Missing rate,296.0,SQYD
57093,2008,Received Not Yet Invoiced,BSC,Beckers Saint Cloud,121550,Mohawk Industries,204510-002,Mohawk First Step II Tile (QL315) Tufted Performance Loop Pile 24in x 24in - Cobalt (955),18.67,498464,C1619480,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,69.31,Missing rate,Missing rate,18.67,SQYD
57093,2008,Received Not Yet Invoiced,BSC,Beckers Saint Cloud,121550,Mohawk Industries,195615-006,Mohawk Shared Path Tile (QB429 - BT429) Tufted Textured Pattern Multi Colored Loop 12in x 36in - Charcoal (989),16.0,498464,C1619480,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,59.4,Missing rate,Missing rate,16.0,SQYD
65501,2008,Received Not Yet Invoiced,BSC,Beckers Saint Cloud,121019,"Bentley Mills, Inc.",1000014879,Bentley Shapeshifter II (6AESET4221K) 24 X 24 Waveform (400021),94.0,587727,837081,SQYD,100,,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,348.97,Missing rate,Missing rate,94.0,SQYD
106943,2008,Received Not Yet Invoiced,BSC,Beckers Saint Cloud,122034,Engineered Floors LLC,201973-005,J&J Catalyst (1841) Textile Composite 24in x 24in - Accelerator (2846),288.0,727454,6-3666867,SQFT,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQFT,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,118.8,Missing rate,Missing rate,32.0,SQFT
162016,2008,Received Not Yet Invoiced,BSC,Beckers Saint Cloud,167,KIEFER AMERICA LLC (Sister Company),1000011736,RF4: MONDO SUPER X 720 13.5MM / P18 Medium Blue,4000.0,1265555,CD99057521,SQFT,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQFT,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1650.0,Missing rate,Missing rate,444.44,SQFT
127207,2008,Received Not Yet Invoiced,BSC,Beckers Saint Cloud,126695,Tarkett USA Inc,189263-006,Tandus Abrasive Action II (02578) Accuweave Patterned Loop 24in x 24in - Winter Gray (19103),33.35,1270366,8202000767,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,123.81,Missing rate,Missing rate,33.35,SQYD
191006,2008,Received Not Yet Invoiced,BSC,Beckers Saint Cloud,102775,"Interface Americas, Inc.",211147-004,Interface Angle Up (147600AK00) tufted Textured Loop 25cm x 1m - Phosphorus (107207),175.0,1693079,2620571,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,649.69,Missing rate,Missing rate,175.0,SQYD
177851,2008,Received Not Yet Invoiced,BSC,Beckers Saint Cloud,121550,Mohawk Industries,1000034522,Mohawk Tactile Impact (BC592) 12ft Weldlok - Riverside (548),90.0,1718948,9500463682,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,334.12,Missing rate,Missing rate,90.0,SQYD
40664,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,121550,Mohawk Industries,1000004853,Mohawk restD / Relaxing Floors 12'' x 36'' (GT427)  829 Focus EcoFlex ONE,107.32,435700,C1232305,SQFT,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQFT,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,44.27,Missing rate,Missing rate,11.92,SQFT
38702,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,122034,Engineered Floors LLC,1000006381,Dreamweaver Picture Perfect 12' Action Western Clay (2088),185.0,439147,1-3140727,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,686.81,Missing rate,Missing rate,185.0,SQYD
43210,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,103423,"Shaw Industries, Inc.",212279-006,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Action (57580),44.44,453639,9268267,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,164.98,Missing rate,Missing rate,44.44,SQYD
43738,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,103423,"Shaw Industries, Inc.",1000007298,Shaw Situation Tile 5T210 24X24 Skylight (08530) Strataworx Tile,187.0,453614,9268268,SQYD,100,,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,694.24,Missing rate,Missing rate,187.0,SQYD
49566,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),186.65,458674,9435057,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,692.94,Missing rate,Missing rate,186.65,SQYD
51706,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,103423,"Shaw Industries, Inc.",1000008989,SHAW STYLE 50 PLUS PZ101- 12' (701) RAW WOOD,94.0,458676,9445606,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,348.97,Missing rate,Missing rate,94.0,SQYD
49291,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,103423,"Shaw Industries, Inc.",183719-001,Shaw Contract Surround Tile (5T125) Multi Level Pattern Loop 24in x 24in - Blue Herring (17481),165.23,465111,9416055,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,613.42,Missing rate,Missing rate,165.23,SQYD
40656,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,103423,"Shaw Industries, Inc.",205680-006,Shaw Patcraft Enliven (I0561) Multi Level Pattern Cut/Loop 18in x 36in - Sentiment (00400),265.0,466211,9528315,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,983.81,Missing rate,Missing rate,265.0,SQYD
49752,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,122034,Engineered Floors LLC,1000008745,"J&J INDUSTRIES CAMEO II (7949) NEXUS MODULAR 24""X24"" NORMAN (1995)",32.0,441173,6-3214449,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,118.8,Missing rate,Missing rate,32.0,SQYD
52398,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,122034,Engineered Floors LLC,1000009318,J&J Flooring Group Advance / Thrive Collection Nexus Modular 18'' x 36'' Lime Oasis (3269),312.0,457262,6-3237111,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1158.3,Missing rate,Missing rate,312.0,SQYD
42990,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,122034,Engineered Floors LLC,1000007034,Dreamweaver-Harbour Town (1333)-12'-Wood Grain (285),28.0,477655,1-3175868,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,103.95,Missing rate,Missing rate,28.0,SQYD
42990,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,122034,Engineered Floors LLC,1000006938,Dreamweaver-Rock Solid II (4355)-12'-Polypropylene-Soft Leather (861),88.67,477655,1-3175868,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,329.19,Missing rate,Missing rate,88.67,SQYD
45966,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,103423,"Shaw Industries, Inc.",151060-006,Shaw Patcraft Famous Last Words II (I0147) 12' - This Won't Hurt (47402),155.0,439407,9331419,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,575.44,Missing rate,Missing rate,155.0,SQYD
45978,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,103423,"Shaw Industries, Inc.",1000007648,"Shaw 5T358 Aware 18"" x 36"" (58761) Glaze Ecoworx Tile",245.0,453644,9352951,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,909.56,Missing rate,Missing rate,245.0,SQYD
47742,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,121550,Mohawk Industries,192212-001,Mohawk Ecosphere Tile (GT333) Tufted Textured Pattern Loop 24in x 24in - Mineral (978),416.0,486922,C1333138D,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1544.4,Missing rate,Missing rate,416.0,SQYD
55614,2008,Received Not Yet Invoiced,CCS,Contract Carpet Sol,121550,Mohawk Industries,208827-013,Mohawk Color Study 42 (BC576) Weldlok 12' - Polished Lapis (589),16.0,486087,C1453240,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,59.4,Missing rate,Missing rate,16.0,SQYD
